Hexagon grid calls
1, 347
2, 141
3, 0
4, 2
5, 30
6, 34
7, 3522
8, 2261
9, 2483
10, 533
11, 854
12, 1658
13, 1988
14, 365
15, 17
16, 36
17, 176
18, 2454
19, 2448
20, 272
21, 211
22, 2313
23, 131
24, 154
25, 181
26, 181
27, 163
28, 3020
29, 274
30, 274
31, 184
32, 593
33, 97
34, 213
35, 211
36, 488
37, 600
38, 485
39, 479
40, 8150
41, 5462
42, 189
43, 367
44, 192
45, 227
46, 256
47, 576
48, 762
49, 544
50, 5283
51, 2539
52, 428
53, 292
54, 339
55, 457
56, 568
57, 505
58, 498
59, 2619
60, 3980
61, 2599
62, 1835
63, 462
64, 429
65, 622
66, 586
67, 535
68, 553
69, 3096
70, 2234
71, 1616
72, 2586
73, 1782
74, 558
75, 548
76, 513
77, 648
78, 1084
79, 2760
80, 1033
81, 1736
82, 1868
83, 1498
84, 1599
85, 3992
86, 894
87, 359
88, 2504
89, 2672
90, 1338
91, 294
92, 1526
93, 1056
94, 1105
95, 1045
96, 1015
97, 696
98, 2694
99, 809
100, 525
101, 4581
102, 1017
103, 2429
104, 795
105, 1001
106, 946
107, 3083
108, 3121
109, 912
110, 4889
111, 1651
112, 1112
113, 1055
114, 710
115, 2984
116, 4344
117, 2894
118, 1252
119, 3394
120, 1117
121, 1245
122, 1363
123, 940
124, 4589
125, 948
126, 983
127, 939
128, 1381
129, 970
130, 890
131, 1180
132, 1040
133, 2896
134, 691
135, 669
136, 677
137, 1145
138, 922
139, 624
140, 665
141, 831
142, 3143
143, 2383
144, 701
145, 1251
146, 784
147, 1035
148, 723
149, 677
150, 668
151, 1006
152, 1179
153, 2615
154, 969
155, 836
156, 1430
157, 986
158, 686
159, 690
160, 685
161, 698
162, 2881
163, 2653
164, 1027
165, 1073
166, 957
167, 640
168, 951
169, 1049
170, 1218
171, 963
172, 662
173, 996
174, 2867
175, 707
176, 639
177, 624
178, 606
179, 994
180, 1188
181, 1181
182, 2315
183, 2643
184, 911
185, 781
186, 630
187, 611
188, 595
189, 585
190, 1327
191, 2929
192, 679
193, 922
194, 903
195, 915
196, 623
197, 607
198, 590
199, 790
200, 2875
201, 723
202, 674
203, 919
204, 1141
205, 628
206, 618
207, 609
208, 595
209, 594
210, 1048
211, 721
212, 970
213, 685
214, 613
215, 625
216, 617
217, 610
218, 654
219, 580
220, 988
221, 1133
222, 740
223, 636
224, 603
225, 616
226, 616
227, 411
228, 973
229, 897
230, 658
231, 804
232, 914
233, 620
234, 933
235, 951
236, 2347
237, 515
238, 709
239, 926
240, 995
241, 727
242, 927
243, 1041
244, 1171
245, 520
246, 1067
247, 1154
248, 1071
249, 1078
250, 1229
251, 1085
252, 920
253, 372
254, 497
255, 501
256, 2648
257, 768
258, 685
259, 731
260, 960
261, 1077
262, 290
263, 753
264, 985
265, 548
266, 2191
267, 529
268, 456
269, 609
270, 1031
271, 256
272, 562
273, 925
274, 2443
275, 2540
276, 709
277, 461
278, 449
279, 407
280, 338
281, 2398
282, 2425
283, 2424
284, 797
285, 777
286, 489
287, 455
288, 1409
289, 452
290, 2237
291, 711
292, 1041
293, 1042
294, 814
295, 520
296, 528
297, 1199
298, 3850
299, 571
300, 539
301, 509
302, 879
303, 549
304, 513
305, 477
306, 531
307, 2065
308, 596
309, 622
310, 712
311, 490
312, 529
313, 500
314, 479
315, 733
316, 507
317, 502
318, 579
319, 518
320, 703
321, 737
322, 603
323, 526
324, 477
325, 474
326, 469
327, 461
328, 518
329, 1654
330, 346
331, 351
332, 49
333, 215
334, 264
335, 513
336, 453
337, 520
338, 252
339, 145
340, 45
341, 27
342, 147
343, 215
344, 497
345, 451
346, 483
347, 124
348, 107
349, 21
350, 25
351, 18
352, 146
353, 591
354, 464
355, 516
356, 195
357, 117
358, 19
359, 11
360, 28
361, 314
362, 525
363, 560
364, 806
365, 536
366, 116
367, 33
368, 17
369, 23
370, 1848
371, 654
372, 371
373, 1115
374, 354
375, 173
376, 113
377, 24
378, 43
379, 17
380, 692
381, 828
382, 400
383, 344
384, 107
385, 97
386, 76
387, 53
388, 23
389, 286
390, 578
391, 133
392, 168
393, 96
394, 97
395, 142
396, 57
397, 104
398, 157
399, 148
400, 147
401, 76
402, 200
403, 82
404, 78
405, 366
406, 86
407, 466
408, 526
409, 521
410, 604
411, 884
412, 3889
413, 1053
414, 1098
415, 1160
416, 437
417, 425
418, 658
419, 658
420, 907
421, 8950
422, 1761
423, 4249
424, 1006
425, 341
426, 343
427, 442
428, 550
429, 866
430, 2671
431, 3020
432, 4228
433, 5159
434, 480
435, 418
436, 383
437, 352
438, 2376
439, 2604
440, 2801
441, 3230
442, 5710
443, 515
444, 420
445, 425
446, 744
447, 2551
448, 2398
449, 747
450, 1283
451, 3341
452, 643
453, 496
454, 497
455, 414
456, 2613
457, 834
458, 675
459, 633
460, 1107
461, 445
462, 385
463, 383
464, 503
465, 2331
466, 714
467, 689
468, 701
469, 699
470, 227
471, 262
472, 237
473, 402
474, 406
475, 2256
476, 608
477, 676
478, 773
479, 122
480, 1782
481, 1788
482, 238
483, 1837
484, 2134
485, 2188
486, 2262
487, 636
488, 834
489, 1042
490, 941
491, 733
492, 750
493, 705
494, 704
495, 1136
496, 2859
497, 541
498, 1207
499, 809
500, 621
501, 559
502, 758
503, 774
504, 881
505, 752
506, 2162
507, 2740
508, 1101
509, 947
510, 649
511, 622
512, 949
513, 820
514, 897
515, 292
516, 448
517, 1230
518, 556
519, 691
520, 728
521, 622
522, 888
523, 1172
524, 368
525, 473
526, 597
527, 5018
528, 821
529, 451
530, 641
531, 611
532, 2518
533, 2045
534, 263
535, 238
536, 6845
537, 4312
538, 773
539, 555
540, 432
541, 2739
542, 1801
543, 227
544, 1783
545, 3952
546, 6142
547, 541
548, 338
549, 516
550, 2272
551, 1791
552, 937
553, 1526
554, 1235
555, 307
556, 245
557, 278
558, 2011
559, 2120
560, 1787
561, 315
562, 1086
563, 241
564, 126
565, 267
566, 308
567, 548
568, 2504
569, 283
570, 2173
571, 446
572, 703
573, 566
574, 1050
575, 724
576, 1037
577, 1024
578, 660
579, 304
580, 2079
581, 2073
582, 625
583, 567
584, 978
585, 870
586, 794
587, 234
588, 254
589, 297
590, 422
591, 2073
592, 2152
593, 426
594, 847
595, 546
596, 241
597, 265
598, 283
599, 292
600, 265
601, 499
602, 2211
603, 2065
604, 878
605, 24
606, 240
607, 245
608, 393
609, 300
610, 265
611, 533
612, 2136
613, 2494
614, 17
615, 57
616, 239
617, 397
618, 510
619, 636
620, 548
621, 456
622, 2238
623, 4780
624, 435
625, 244
626, 294
627, 374
628, 283
629, 421
630, 2235
631, 2178
632, 3459
633, 9746
634, 247
635, 386
636, 299
637, 288
638, 2071
639, 2639
640, 537
641, 1
642, 5519
643, 1740
644, 1306
645, 433
646, 314
647, 2078
648, 2563
649, 427
650, 427
651, 556
652, 547
653, 552
654, 775
655, 815
656, 497
657, 483
658, 463
659, 459
660, 433
661, 672
662, 529
663, 651
664, 597
665, 503
666, 503
667, 514
668, 647
669, 553
670, 564
671, 733
672, 520
673, 517
674, 505
675, 596
676, 701
677, 2174
678, 693
679, 419
680, 544
681, 543
682, 633
683, 524
684, 656
685, 956
686, 1952
687, 398
688, 806
689, 361
690, 563
691, 511
692, 595
693, 518
694, 521
695, 322
696, 2066
697, 349
698, 279
699, 176
700, 165
701, 305
702, 403
703, 272
704, 668
705, 473
706, 669
707, 299
708, 172
709, 238
710, 652
711, 431
712, 200
713, 952
714, 278
715, 304
716, 241
717, 345
718, 382
719, 529
720, 809
721, 148
722, 2824
723, 1782
724, 1127
725, 260
726, 370
727, 155
728, 200
729, 163
730, 241
731, 327
732, 120
733, 221
734, 89
735, 61
736, 65
737, 37
738, 1
739, 255
740, 139
741, 92
742, 181
743, 91
744, 78
745, 11
746, 11
747, 217
748, 369
749, 327
750, 100
751, 63
752, 42
753, 29
754, 3
755, 248
756, 337
757, 370
758, 556
759, 251
760, 47
761, 26
762, 223
763, 235
764, 261
765, 366
766, 522
767, 385
768, 292
769, 296
770, 213
771, 541
772, 545
773, 394
774, 867
775, 458
776, 350
777, 459
778, 100
779, 2665
780, 366
781, 390
782, 559
783, 459
784, 1303
785, 1265
786, 430
787, 450
788, 520
789, 277
790, 285
791, 434
792, 444
793, 518
794, 582
795, 461
796, 488
797, 353
798, 509
799, 318
800, 413
801, 445
802, 519
803, 11
804, 186
805, 427
806, 504
807, 363
808, 485
809, 469
810, 439
811, 437
812, 144
