Hexagon grid calls
1, 477
2, 2
3, 34
4, 2473
5, 2986
6, 3539
7, 3469
8, 699
9, 231
10, 733
11, 302
12, 1267
13, 366
14, 10789
15, 754
16, 847
17, 844
18, 5352
19, 433
20, 655
21, 8979
22, 3133
23, 566
24, 4991
25, 3504
26, 593
27, 4029
28, 3115
29, 2311
30, 1696
31, 3138
32, 4009
33, 1526
34, 1267
35, 2042
36, 1361
37, 3406
38, 5863
39, 2745
40, 4721
41, 2103
42, 4693
43, 1530
44, 1205
45, 3160
46, 1015
47, 1674
48, 684
49, 2922
50, 847
51, 1419
52, 1308
53, 1592
54, 726
55, 2914
56, 2937
57, 1036
58, 1830
59, 1013
60, 1020
61, 1814
62, 2709
63, 647
64, 997
65, 3243
66, 1056
67, 620
68, 969
69, 887
70, 981
71, 1463
72, 1044
73, 632
74, 998
75, 1200
76, 619
77, 1024
78, 954
79, 1113
80, 2589
81, 1073
82, 1268
83, 916
84, 1235
85, 1539
86, 3060
87, 1355
88, 436
89, 1303
90, 640
91, 1121
92, 2341
93, 2778
94, 457
95, 2761
96, 538
97, 1772
98, 2666
99, 1105
100, 4359
101, 2247
102, 900
103, 651
104, 788
105, 639
106, 824
107, 602
108, 816
109, 574
110, 512
111, 2703
112, 267
113, 637
114, 161
115, 654
116, 613
117, 132
118, 170
119, 944
120, 558
121, 18
122, 1197
123, 127
124, 3539
125, 855
126, 342
127, 95
128, 952
129, 884
130, 206
131, 670
132, 225
133, 138
134, 307
135, 304
136, 541
137, 546
138, 881
139, 1768
140, 732
141, 9021
142, 5034
143, 522
144, 1014
145, 5736
146, 604
147, 800
148, 3423
149, 487
150, 2797
151, 4156
152, 664
153, 2984
154, 1104
155, 483
156, 539
157, 724
158, 475
159, 2536
160, 824
161, 1862
162, 2389
163, 2303
164, 940
165, 842
166, 1121
167, 1250
168, 1164
169, 962
170, 3043
171, 778
172, 1247
173, 598
174, 1952
175, 707
176, 3961
177, 886
178, 2556
179, 727
180, 9160
181, 2546
182, 2078
183, 6576
184, 2387
185, 1802
186, 394
187, 2742
188, 2464
189, 13
190, 744
191, 2331
192, 2414
193, 1034
194, 2135
195, 614
196, 1075
197, 287
198, 2324
199, 925
200, 284
201, 348
202, 2282
203, 464
204, 873
205, 2523
206, 360
207, 694
208, 2298
209, 10075
210, 370
211, 2699
212, 1349
213, 471
214, 2502
215, 7612
216, 502
217, 2583
218, 453
219, 692
220, 518
221, 695
222, 672
223, 557
224, 755
225, 707
226, 1059
227, 2497
228, 581
229, 816
230, 955
231, 684
232, 895
233, 2530
234, 225
235, 546
236, 1383
237, 574
238, 875
239, 470
240, 737
241, 310
242, 3174
243, 511
244, 413
245, 373
246, 100
247, 96
248, 320
249, 74
250, 0
251, 184
252, 53
253, 368
254, 688
255, 48
256, 285
257, 376
258, 707
259, 934
260, 553
261, 485
262, 1459
263, 2195
264, 4176
265, 451
266, 656
267, 388
268, 658
269, 3
270, 784
271, 471
272, 5
